,단축코드,한글 종목약명,상장일
1287,122450,KX,2011/05/25
1288,052900,KX하이텍,2005/01/18
1289,105330,케이엔더블유,2009/09/29
1290,058400,KNN,2010/11/03
1291,272110,케이엔제이,2019/10/25
1292,039420,케이엘넷,2002/03/12
1293,083550,케이엠,2005/12/20
1294,032500,케이엠더블유,2000/03/21
1295,225430,케이엠제약,2015/10/08
1296,102370,케이옥션,2022/01/24
1297,046440,KG모빌리언스,2004/12/14
1298,035600,KG이니시스,2002/11/22
1299,151860,KG ETS,2013/07/24
1300,060370,KT서브마린,2002/02/15
1301,036030,케이티알파,1999/12/24
1302,064820,케이프,2007/05/29
1303,256940,케이피에스,2017/09/06
1304,024880,케이피에프,1994/12/29
1305,114450,KPX생명과학,2009/12/22
1306,042040,케이피엠테크,2003/01/07
1307,054410,케이피티유,2002/04/25
1308,258610,케일럼,2017/08/22
1309,274090,켄코아에어로스페이스,2020/03/03
1310,089010,켐트로닉스,2007/01/17
1311,220260,켐트로스,2015/07/27
1312,052400,코나아이,2001/10/18
1313,402030,코난테크놀로지,2022/07/07
1314,391710,코닉오토메이션,2021/10/15
1315,046070,코다코,2000/12/26
1316,047770,코데즈컴바인,2001/09/18
1317,078940,코드네이처,2004/08/27
1318,080530,코디,2010/01/05
1319,104540,코렌텍,2013/03/05
1320,027050,코리아나,1999/12/10
1321,190650,코리아에셋투자증권,2019/11/20
1322,123410,코리아에프티,2010/08/27
1323,036690,코맥스,2000/01/18
1324,049430,코메론,2001/01/16
1325,183300,코미코,2017/03/23
1326,041960,코미팜,2001/10/30
1327,089890,코세스,2006/11/08
1328,009730,코센,1990/07/27
1329,082660,코스나인,2005/10/05
1330,222040,코스맥스엔비티,2015/12/16
1331,241710,코스메카코리아,2016/10/28
1332,069110,코스온,2003/10/14
1333,166480,코아스템켐온,2015/06/26
1334,045970,코아시아,2000/08/03
1335,196450,코아시아옵틱스,2014/06/02
1336,029960,코엔텍,2004/06/18
1337,102940,코오롱생명과학,2009/04/07
1338,950160,코오롱티슈진,2017/11/06
1339,056000,코원플레이,2003/07/11
1340,033290,코웰패션,1997/10/13
1341,056360,코위버,2001/12/04
1342,282880,코윈테크,2019/08/05
1343,121850,코이즈,2012/09/27
1344,015710,코콤,1997/09/30
1345,052330,코텍,2001/07/10
1346,322780,코퍼스코리아,2019/05/31
1347,200130,콜마비앤에이치,2014/07/23
1348,294570,쿠콘,2021/04/28
1349,317690,퀀타매트릭스,2020/12/09
1350,365270,큐라클,2021/07/22
1351,060280,큐렉소,2002/07/03
1352,040350,큐로컴,2002/01/10
1353,051780,큐로홀딩스,2001/06/26
1354,115180,큐리언트,2016/02/29
1355,182360,큐브엔터,2013/11/21
1356,405100,큐알티,2022/11/02
1357,066310,큐에스아이,2006/11/24
1358,016600,큐캐피탈,1993/06/21
1359,096240,크레버스,2008/06/27
1360,043590,크로바하이텍,2001/12/20
1361,114120,크루셜텍,2010/07/21
1362,110790,크리스에프앤씨,2018/10/01
1363,083790,크리스탈지노믹스,2006/01/06
1364,045520,크린앤사이언스,2000/12/05
1365,036170,클라우드에어,1999/12/21
1366,214150,클래시스,2015/04/03
1367,352770,클리노믹스,2020/12/04
1368,237880,클리오,2016/11/09
1369,139670,키네마스터,2011/12/02
1370,413600,키움제6호스팩,2022/04/07
1371,433530,키움제7호스팩,2022/09/07
1372,054780,키이스트,2003/11/14
1373,219130,타이거일렉,2015/09/25
1374,360070,탑머티리얼,2022/10/18
1375,065130,탑엔지니어링,2003/01/29
1376,134580,탑코미디어,2013/11/26
1377,023160,태광,1994/09/07
1378,323280,태성,2019/06/24
1379,053620,태양,2001/08/07
1380,044490,태웅,2001/11/08
1381,124560,태웅로직스,2019/12/10
1382,191420,테고사이언스,2014/11/06
1383,073640,테라사이언스,2004/01/06
1384,066700,테라젠이텍스,2004/05/27
1385,095610,테스,2008/05/20
1386,064520,테크엘,2002/12/04
1387,089030,테크윙,2011/11/10
1388,054450,텔레칩스,2004/12/10
1389,091440,텔레필드,2008/02/01
1390,200230,텔콘RF제약,2014/11/24
1391,215480,토박스코리아,2015/05/13
1392,051360,토비스,2004/11/19
1393,045340,토탈소프트,2002/07/19
1394,108230,톱텍,2009/09/15
1395,079970,투비소프트,2010/06/01
1396,199800,툴젠,2021/12/10
1397,105550,트루윈,2014/07/11
1398,290090,트윔,2021/11/17
1399,026150,특수건설,1997/08/06
1400,322180,티라유텍,2019/10/31
1401,117730,티로보틱스,2018/11/29
1402,033830,티비씨,2010/11/29
1403,057680,티사이언티픽,2002/06/18
1404,204610,티쓰리,2022/11/17
1405,064760,티씨케이,2003/08/18
1406,246710,티앤알바이오팹,2018/11/28
1407,340570,티앤엘,2020/11/20
1408,043220,티에스넥스젠,2001/07/03
1409,277880,티에스아이,2020/07/22
1410,131290,티에스이,2011/01/05
1411,246690,TS인베스트먼트,2016/12/15
1412,317240,TS트릴리온,2019/04/29
1413,425420,티에프이,2022/11/17
1414,356860,티엘비,2020/12/14
1415,062860,티엘아이,2006/07/25
1416,321550,티움바이오,2019/11/22
1417,425040,티이엠씨,2023/01/19
1418,032540,TJ미디어,1997/04/16
1419,022220,TKG애강,2006/04/11
1420,104480,티케이케미칼,2011/04/26
1421,081150,티플랙스,2009/04/23
1422,130740,티피씨글로벌,2011/02/08
1423,048770,TPC,2001/01/16
1424,084730,팅크웨어,2006/05/19
1425,046210,파나진,2000/08/16
1426,058530,파나케이아,2002/02/05
1427,034230,파라다이스,2002/11/05
1428,033540,파라텍,1997/12/26
1429,043200,파루,2000/07/19
1430,214450,파마리서치,2015/07/24
1431,208340,파멥신,2018/11/21
1432,177830,파버나인,2014/08/04
1433,037070,파세코,2000/01/04
1434,150900,파수,2013/10/18
1435,037030,파워넷,2018/06/07
1436,047310,파워로직스,2003/07/25
1437,368770,파이버프로,2021/01/21
1438,170790,파이오링크,2013/08/01
1439,049120,파인디앤씨,2001/07/26
1440,038950,파인디지털,2000/05/04
1441,441270,파인엠텍,2022/10/07
1442,106240,파인테크닉스,2009/03/16
1443,131760,파인텍,2015/08/17
1444,065690,파커스,2002/07/16
1445,140860,파크시스템스,2015/12/17
1446,091700,파트론,2006/12/13
1447,032800,판타지오,1997/06/26
1448,318010,팜스빌,2019/10/22
1449,027710,팜스토리,1996/07/06
1450,225590,패션플랫폼,2015/10/05
1451,054300,팬스타엔터프라이즈,2002/01/10
1452,068050,팬엔터테인먼트,2006/07/07
1453,222110,팬젠,2016/03/11
1454,263750,펄어비스,2017/09/14
1455,251970,펌텍코리아,2019/07/04
1456,168360,펨트론,2022/11/24
1457,087010,펩트론,2015/07/22
1458,119500,포메탈,2010/09/17
1459,389140,포바이포,2022/04/28
1460,022100,포스코 ICT,2000/11/28
1461,189690,포시에스,2015/02/11
1462,318020,포인트모바일,2020/12/03
1463,256630,포인트엔지니어링,2017/05/02
1464,331380,포커스에이치엔에스,2019/10/02
1465,234100,폴라리스세원,2017/10/20
1466,041020,폴라리스오피스,2005/10/28
1467,114630,폴라리스우노,2010/01/15
1468,290720,푸드나무,2018/10/04
1469,005670,푸드웰,1993/12/07
1470,094940,푸른기술,2007/09/14
1471,007330,푸른저축은행,1993/12/07
1472,093380,풍강,2007/06/01
1473,023900,풍국주정,1994/11/23
1474,371950,풍원정밀,2022/02/28
1475,370090,퓨런티어,2022/02/23
1476,220100,퓨쳐켐,2016/12/01
1477,035200,프럼파스트,2002/01/15
1478,334970,프레스티지바이오로직스,2021/03/11
1479,203690,프로스테믹스,2014/09/30
1480,321260,프로이천,2019/05/31
1481,053610,프로텍,2001/08/17
1482,377220,프롬바이오,2021/09/28
1483,335810,프리시젼바이오,2020/12/22
1484,053160,프리엠스,2001/10/30
1485,405000,플라즈맵,2022/10/21
1486,041590,플래스크,2002/11/01
1487,367000,플래티어,2021/08/12
1488,075130,플랜티넷,2005/06/10
1489,237820,플레이디,2020/03/12
1490,023770,플레이위드,1994/11/07
1491,300080,플리토,2019/07/17
1492,032580,피델릭스,1997/04/22
1493,051380,피씨디렉트,2002/02/15
1494,241820,피씨엘,2017/02/23
1495,237750,피앤씨테크,2016/07/04
1496,024850,피에스엠씨,2001/01/18
1497,319660,피에스케이,2019/05/10
1498,031980,피에스케이홀딩스,1997/01/07
1499,002230,피에스텍,1991/01/04
1500,057880,피에이치씨,2003/12/29
1501,043370,피에이치에이,2001/12/13
1502,239890,피엔에이치테크,2021/02/16
1503,347740,피엔케이피부임상연구센타,2020/09/09
1504,137400,피엔티,2012/07/06
1505,024940,PN풍년,1995/01/04
1506,128660,피제이메탈,2010/12/13
1507,006140,피제이전자,1993/12/07
1508,376180,피코그램,2021/11/03
1509,304840,피플바이오,2020/10/19
1510,062970,피피아이,2019/12/26
1511,087600,픽셀플러스,2015/06/12
1512,291810,핀텔,2022/10/20
1513,161580,필옵틱스,2017/06/01
1514,347770,핌스,2020/09/18
1515,163730,핑거,2021/01/29
1516,417180,핑거스토리,2022/12/08
1517,446750,하나26호스팩,2023/03/07
1518,388220,하나금융19호스팩,2021/10/07
1519,400560,하나금융20호스팩,2021/12/27
1520,406760,하나금융21호스팩,2022/02/25
1521,418170,하나금융22호스팩,2022/05/26
1522,427950,하나금융23호스팩,2022/09/15
1523,430230,하나금융24호스팩,2022/09/29
1524,435620,하나금융25호스팩,2022/10/20
1525,299030,하나기술,2020/11/25
1526,067310,하나마이크론,2005/10/11
1527,372290,하나머스트7호스팩,2021/03/05
1528,166090,하나머티리얼즈,2017/04/28
1529,136480,하림,2011/05/02
1530,003380,하림지주,2017/06/30
1531,101670,하이드로리튬,2008/07/15
1532,365590,하이딥,2020/12/21
1533,149980,하이로닉,2014/12/17
1534,013030,하이록코리아,1989/12/15
1535,126700,하이비젼시스템,2010/09/10
1536,106080,하이소닉,2010/02/09
1537,377400,하이제6호스팩,2021/05/10
1538,400840,하이제7호스팩,2021/12/20
1539,221840,하이즈항공,2015/11/25
1540,106190,하이텍팜,2010/07/28
1541,373200,하인크코리아,2021/02/26
1542,066130,하츠,2003/02/11
1543,004590,한국가구,1993/06/03
1544,039340,한국경제TV,2004/07/30
1545,034950,한국기업평가,2002/02/07
1546,222980,한국맥널티,2015/12/23
1547,256840,한국비엔씨,2016/12/28
1548,025550,한국선재,1995/06/19
1549,017890,한국알콜,1992/08/04
1550,080720,한국유니온제약,2018/07/26
1551,063570,한국전자금융,2006/07/14
1552,041460,한국전자인증,2010/11/19
1553,101680,한국정밀기계,2009/05/19
1554,039740,한국정보공학,2000/07/06
1555,053300,한국정보인증,2014/02/04
1556,025770,한국정보통신,1998/01/20
1557,409570,한국제10호스팩,2022/02/21
1558,436610,한국제11호스팩,2022/10/20
1559,023760,한국캐피탈,1994/11/07
1560,054040,한국컴퓨터,2002/01/15
1561,021650,한국큐빅,2003/01/24
1562,053590,한국테크놀로지,2001/08/23
1563,032300,한국파마,2020/08/10
1564,037230,한국팩키지,1999/12/21
1565,030520,한글과컴퓨터,1996/09/24
1566,052600,한네트,2001/07/10
1567,256150,한독크린텍,2019/09/05
1568,092460,한라IMS,2007/05/22
1569,047080,한빛소프트,2002/01/10
1570,114810,한솔아이원스,2013/02/07
1571,070590,한솔인티큐브,2004/01/08
1572,226440,한송네오텍,2015/10/06
1573,042520,한스바이오메드,2009/10/09
1574,078350,한양디지텍,2004/05/14
1575,045100,한양이엔지,2000/08/31
1576,024740,한일단조,1996/11/29
1577,005860,한일사료,1994/11/07
1578,123840,한일진공,2010/10/05
1579,007770,한일화학,1992/09/07
1580,198940,한주라이트메탈,2023/01/19
1581,079170,한창산업,2005/02/01
1582,054920,한컴위드,2001/11/01
1583,002680,한탑,1995/07/07
1584,386580,한화플러스제2호스팩,2021/08/05
1585,430460,한화플러스제3호스팩,2022/09/29
1586,034810,해성산업,1999/04/16
1587,03481K,해성산업1우,2021/12/02
1588,076610,해성옵틱스,2013/11/06
1589,059270,해성티피씨,2021/04/21
1590,220180,핸디소프트,2016/11/24
1591,900270,헝셩그룹,2016/08/18
1592,214180,헥토이노베이션,2015/06/30
1593,234340,헥토파이낸셜,2019/07/12
1594,084990,헬릭스미스,2005/12/29
1595,170030,현대공업,2013/12/04
1596,319400,현대무벡스,2019/05/08
1597,052260,현대바이오랜드,2001/05/17
1598,048410,현대바이오,2002/08/08
1599,041440,현대에버다임,2003/11/14
1600,039010,현대에이치티,2000/07/20
1601,090850,현대이지웰,2013/12/27
1602,092300,현우산업,2007/10/24
1603,138360,협진,2013/11/08
1604,011080,형지I&C,2004/07/02
1605,060560,홈센타홀딩스,2002/07/11
1606,064240,홈캐스트,2003/06/11
1607,039610,화성밸브,2000/03/16
1608,126640,화신정공,2010/08/31
1609,127980,화인써키트,2023/02/17
1610,061250,화일약품,2002/04/18
1611,097870,효성오앤비,2008/04/08
1612,290270,휴네시온,2018/08/02
1613,353190,휴럼,2020/06/17
1614,192410,휴림네트웍스,2014/08/14
1615,090710,휴림로봇,2006/12/05
1616,205470,휴마시스,2014/12/01
1617,115160,휴맥스,2009/11/16
1618,028080,휴맥스홀딩스,1997/04/16
1619,032860,휴먼엔,1997/07/04
1620,200670,휴메딕스,2014/12/26
1621,065510,휴비츠,2003/10/31
1622,215090,휴센텍,2015/04/28
1623,263920,휴엠앤씨,2017/09/28
1624,243070,휴온스,2016/06/03
1625,084110,휴온스글로벌,2006/12/19
1626,145020,휴젤,2015/12/24
1627,024060,흥구석유,1994/12/07
1628,010240,흥국,2009/05/12
1629,189980,흥국에프엔비,2015/08/07
1630,037440,희림,2000/02/03
1631,238490,힘스,2017/07/20
